id;ISBN;naslov;dolzina;povprecna_ocena;stevilo_ocen;leto;opis;url_naslovnice
243281;9780816769964;The Wizard's Castle;144;3.69;297;;Discover a fantastic world of swords and sorcery in this exciting fiction series.;https://images.gr-assets.com/books/1173063469l/243281.jpg
17295263;9781481986793;The Wizard's Magic Kingdom;228;3.44;36;;An ancient evil threatens the lands of Nemedia. The last saviour has failed to enact the second seal and now magic is beginning to fade. Seventeen year old Ethan Palladino has agreed to enter the magical kingdom in order to save it but now he must learn to battle with both blade and magic in order to survive. Join Ethan and dragons, half Orcs, Dwarves, Elves and Wood Nymphs as they engage in blood thirsty battles and experience romance and adventure on their journey to save both our worlds.;https://images.gr-assets.com/books/1367782690l/17295263.jpg
363036;9780816769384;The Wizard's Statue;144;3.69;341;;Can Randal safeguard a mysterious statue from those who may abuse its great power? Readers will cheer for the young hero as he outsmarts a mercenary, a warlord, a wizard, and many others in the strange walled city of Widsegard. Ages 8 - 12.;https://images.gr-assets.com/books/1387750126l/363036.jpg
10624560;9781456499679;The Wolves of Odin (Time Struggle, #1);218;;1;;Can Holly and her friends stop the sinister Dr. Hardcastle from conquering the world? Time Struggle is a riveting new adventure series about the History Wars, a battle between those who want to change the past for their own evil purposes and those who try to stop them. Holly has a rare mental ability enabling her to travel in time, and is chosen as part of an elite action team, along with Aldo, Wolf, and super-nerd Rubrik. Their adventures lead from the bleak Icelandic outback to the troll-haunted forests of Norway, and even as far as Asgard, the land of the Norse gods. Chased by warriors, dwarfs and giants, the four must find a way to undo the time crime of Dr. Hardcastle then somehow return to the present. It certainly won't be easy... This exciting, action-packed adventure is suitable for readers aged 10 to adult.;https://images.gr-assets.com/books/1349054321l/10624560.jpg
236093;9780140621679;The Wonderful Wizard of Oz;154;3.98;298208;;HarperCollins is proud to present its new range of best-loved, essential classics.‘“Come along, Toto,” she said. “We will go to the Emerald City and ask the Great Oz how to get back to Kansas again.”’Swept away from her home in Kansas by a tornado, Dorothy and her dog Toto find themselves stranded in the fantastical Land of Oz. As instructed by the Good Witch of the North and the Munchkins, Dorothy sets off on the yellow brick road to try and find her way to the Emerald City and the Wizard of Oz, who can help her get home.With her companions the Scarecrow, the Tin Woodman and the Cowardly Lion, Dorothy experiences an adventure full of friendship, magic and danger. A much-loved children’s classic, The Wizard of Oz continues to delight readers young and old with its enchanting tale of witches, flying monkeys and silver shoes.;https://images.gr-assets.com/books/1398003737l/236093.jpg
30971234;B01I4E3OME;The Woods;;4.17;6;;"The story begins and ends in a small town in Maine, but within the pages, the characters travel far beyond the mundane. Jack Nielson and his best friend, Lydia, have just reunited after years of separation on their winter break from college. For old times' sake, the two decide to partake in a bit of ""innocent"" fun: practicing magic in the local forest, of course. As readers will see, there was nothing innocent about their magic—not then, and not now.";https://images.gr-assets.com/books/1467984144l/30971234.jpg
351023;9780140311082;The Worst Witch;112;3.94;14771;;Miss Cackle's Academy for Witches has never seen a worse pupil than Mildred Hubble. Her spells always backfire and her broomstick flights end in a crash. Now one of Mildred's spells has ruined things for Ethel Hallow . . . and that Perfect Witch is out for revenge! Black-and-white illustrations.;https://images.gr-assets.com/books/1183044401l/1370244.jpg
15954540;9781612187006;The Wretched of Muirwood;302;4.0;15138;;In the ancient and mystical land of Muirwood, Lia has known only a life of servitude. Labeled a “wretched,” an outcast unwanted and unworthy of respect, Lia is forbidden to realize her dream to read or write. All but doomed, her days are spent toiling away as a kitchen slave under the charge of the Aldermaston, the Abbey’s watchful overseer. But when an injured squire named Colvin is abandoned at the kitchen’s doorstep, an opportunity arises. The nefarious Sheriff Almaguer soon starts a manhunt for Colvin, and Lia conspires to hide Colvin and change her fate. In the midst of a land torn by a treacherous war between a ruthless king and a rebel army, Lia finds herself on an ominous journey that will push her to wonder if her own hidden magic is enough to set things right. At once captivating, mysterious, and magic-infused, The Wretched of Muirwood takes the classic fantasy adventure and paints it with a story instantly epic, and yet, all its own.;https://images.gr-assets.com/books/1356123105l/15954540.jpg
36860591;9781515078005;"The Write Prescription: Finding the ""Right"" Spiritual Dosage to Overcome Any Obstacle";;;1;;A self-help, inspirational/motivational book that uses the personal journal of Dr. Amber Robins to describe the challenges she went through in medical school and how her faith helped her overcome her obstacles. The author uses various Scripture verses that are inspiring to any reader trying to overcome any challenge and provide insightful prayers that will encourage self-reflection and perseverance in life.;https://s.gr-assets.com/assets/nophoto/book/blank-133x176-8b769f39ba6687a82d2eef30bdf46977.jpg
20821111;9780399167836;The Young Elites;355;3.92;81808;;I am tired of being used, hurt, and cast aside. Adelina Amouteru is a survivor of the blood fever. A decade ago, the deadly illness swept through her nation. Most of the infected perished, while many of the children who survived were left with strange markings. Adelina’s black hair turned silver, her lashes went pale, and now she has only a jagged scar where her left eye once was. Her cruel father believes she is a malfetto, an abomination, ruining their family’s good name and standing in the way of their fortune. But some of the fever’s survivors are rumored to possess more than just scars—they are believed to have mysterious and powerful gifts, and though their identities remain secret, they have come to be called the Young Elites. Teren Santoro works for the king. As Leader of the Inquisition Axis, it is his job to seek out the Young Elites, to destroy them before they destroy the nation. He believes the Young Elites to be dangerous and vengeful, but it’s Teren who may possess the darkest secret of all. Enzo Valenciano is a member of the Dagger Society. This secret sect of Young Elites seeks out others like them before the Inquisition Axis can. But when the Daggers find Adelina, they discover someone with powers like they’ve never seen. Adelina wants to believe Enzo is on her side, and that Teren is the true enemy. But the lives of these three will collide in unexpected ways, as each fights a very different and personal battle. But of one thing they are all certain: Adelina has abilities that shouldn’t belong in this world. A vengeful blackness in her heart. And a desire to destroy all who dare to cross her. It is my turn to use. My turn to hurt.;https://images.gr-assets.com/books/1407318399l/20821111.jpg
36349027;9781631631689;The Zanna Function;304;4.2;40;;When fourteen-year-old Zanna Mayfield gets an acceptance letter from St. Pommeroy’s School for Gifted Children, she jumps at the chance to put her considerable intellect to good use. But nothing can prepare her for the first day, when she discovers that she is a Scientist —one able to see and bend the basic functions of the universe like velocity, gravity, and chemical reactions to her own purposes. As Zanna struggles to make friends and learn how to use her abilities at her new school, her troubles multiply when a mysterious stranger begins stalking her, dead set on keeping Zanna out of St. Pommeroy’s. If Zanna has any hope of finishing her first year, she’ll need to master every function she can get her mind around—including the one that defines Zanna herself.;https://images.gr-assets.com/books/1507802984l/36349027.jpg
34616206;B06XPXGHKV;The Zero Blessing;376;4.25;796;;Caitlyn Aguirre should have been a magician. Her family certainly expected her to be a magician. But by the time she reached her twelfth birthday, Caitlyn hadn't even managed to cast a single spell! In desperation, her parents send her - and her magical sisters - to Jude’s Sorcerous Academy, her last best chance to discover her powers. But as she struggles to survive her classes without a single spell to her name, Caitlyn starts to uncover an ancient mystery that may prove the key to her true powers ... ... If she lives long enough to find it.;https://images.gr-assets.com/books/1489801417l/34616206.jpg
36368899;B074KQBVHQ;The ‘Real World’ Guide to Digital Filmmaking;;;1;;A born and bred New Englander, Kevin began his career in Connecticut shooting 16mm film. He now resides on a mini farm in the beautiful state of Maine. His films are sold in more than 180 countries around the world. In his home studio Kevin makes his films, writes his books and shoots food photography projects with Rachel, two cats, a Labrador Retriever and a hen house full of chickens. Kevin calls on his thirty plus years as a photographer, cinematographer and director to continue creating new and interesting projects. Now add to that list being an author and Kevin truly spans all the different disciplines in the art world.;https://images.gr-assets.com/books/1507384221l/36368899.jpg
248531;9780152064679;There's a Dead Person Following My Sister Around;160;3.6;469;1999;When Ted’s five-year-old sister, Vicki, invents an imaginary friend, no one is too concerned . . . except that Vicki’s friend has the never-popular name of Marella, and unlike most imaginary friends, Marella can move things. Ted might think Marella is a ghost, but why would a ghost haunt Vicki, of all people? And why would she suddenly move into a house Ted’s family has lived in for ages? And why is Marella terrified of another ghost, a dark figure who seems to be hunting Ted? Hilarious, haunting, and unexpectedly moving, There’s a Dead Person Following My Sister Around is Vivian Vande Velde at her frightening best.;https://images.gr-assets.com/books/1328833196l/3290946.jpg
13138635;9781423171027;These Broken Stars;384;3.93;52106;;Luxury spaceliner Icarus suddenly plummets from hyperspace into the nearest planet. Lilac LaRoux and Tarver Merendsen survive – alone. Lilac is the daughter of the richest man in the universe. Tarver comes from nothing, a cynical war hero. Both journey across the eerie deserted terrain for help. Everything changes when they uncover the truth. The Starbound Trilogy: Three worlds. Three love stories. One enemy.;https://images.gr-assets.com/books/1383578978l/13138635.jpg
20696482;9781496017222;Thief;420;4.06;7576;;Kayli Winchester is a dirt-poor girl living out of a hotel, forced to be the parent for a drunken father and teenage brother who she’s desperate to keep in school. The only way she scrapes by is to utilize her one skill: pickpocketing. But even though she’s a thief she has a moral code: no kids or old ladies, only targets who can defend themselves. Not that they see her coming… Thinking she’s been working under the radar, Kayli has no idea The Academy has been watching and taking notice. Now a team that needs her skill has offered her a way out of her predicament and it’s her last chance: work with them, or face jail time. Kayli resists at first, but slowly the boys reveal they can be trusted. With Marc, the straight man, Raven, the bad-boy Russian, Corey and Brandon the twins as different as night and day, and Axel their stoic leader, there’s a lot Kayli can learn from these Academy guys about living on the edge of the law. If only she can stay on the good side instead of the bad. Especially when the job they offer her is more than any of them bargained for. After it’s done, the hunters have become the hunted and their target is now after Kayli. The Academy boys do their best to keep her hidden, but a thief like Kayli will never sit still for long. Meet an all-new Academy team in Thief, the beginning of the Scarab Beetle series. Warning: This is a new adult series. Readers of the other Academy series may need some caution as this series will contain mature sexual and violent situations and themes.;https://images.gr-assets.com/books/1393769547l/20945751.jpg
5797595;9780545033428;Thirteenth Child;344;3.78;9893;;Eff was born a thirteenth child. Her twin brother, Lan, is the seventh son of a seventh son. This means he's supposed to possess amazing talent -- and she's supposed to bring only bad things to her family and her town. Undeterred, her family moves to the frontier, where her father will be a professor of magic at a school perilously close to the magical divide that separates settlers from the beasts of the wild.;https://images.gr-assets.com/books/1328840173l/5797595.jpg
1011307;9780141300856;Thorn Ogres Of Hagwood;;3.75;272;;Gamaliel Tumpin has never been much more than a klutz. He can't shape-change into a mouse like his werling peers, and he can't run as fast as everyone else, and about all that he can do is fall flat on his face. Or so it seems. But on the day a dark force led by the wrathful High Lady of Hollow Hill threatens the peaceful werlings' very existence, Gamaliel finds within himself something no one ever suspected was there: a hero.;https://images.gr-assets.com/books/1180212764l/1011307.jpg
10822;9780064400619;Three Beloved Classics by E. B. White: Charlotte's Web/the Trumpet of the Swan/Stuart Little;;4.2;3331;;Includes three of the best loved classics in children's literature. Charlotte's Web is a Newberry Award-winning story of one fine swine and a spider named Charlotte who changed his life forever. The Trumpet of the Swan is the joyous tale of Louis, a trumpeter swan in search of his voice. Stuart Little is the story of a most unusual mouse that sets out on the adventure of a lifetime.;https://images.gr-assets.com/books/1416428816l/10822.jpg
29877833;9781927598320;Three Wells of the Sea;454;4.15;67;;Our world and the Five Quarters are shadows of one another, joined by death and three wells of the sea. . . When Nechtan, warrior king of the Five Quarters is murdered, he leaves his land on the brink of civil war. His closest adviser, the druid Lyleth, has a price on her head and the evidence to condemn the real killer. Seeking to unify the land, she strikes a bargain with her green gods and weaves a forgotten spell to summon her king from the land of the dead. Hugh Cavendish is torn from his life as a high school English teacher and pitched back into the turmoil of his previous life as king Nechtan. If he and Lyleth fail to regain his throne and prevent civil war, the ice-born reaver known as the Bear waits to snatch up the scraps of the kingdom. As Hugh clings to life in our world, in the other he must face the rebellion as well as the Bear. If he lets go of life in either world he will lose not only his kingdom but the woman he loves.;https://images.gr-assets.com/books/1461036318l/29953925.jpg
7896527;;Throne of Glass;404;4.23;394208;;This is a previously published edition of ISBN13: 9781599906959 . After serving out a year of hard labor in the salt mines of Endovier for her crimes, 18-year-old assassin Celaena Sardothien is dragged before the Crown Prince. Prince Dorian offers her her freedom on one condition: she must act as his champion in a competition to find a new royal assassin. Her opponents are men-thieves and assassins and warriors from across the empire, each sponsored by a member of the king's council. If she beats her opponents in a series of eliminations, she'll serve the kingdom for four years and then be granted her freedom. Celaena finds her training sessions with the captain of the guard, Westfall, challenging and exhilarating. But she's bored stiff by court life. Things get a little more interesting when the prince starts to show interest in her ... but it's the gruff Captain Westfall who seems to understand her best. Then one of the other contestants turns up dead ... quickly followed by another. Can Celaena figure out who the killer is before she becomes a victim? As the young assassin investigates, her search leads her to discover a greater destiny than she could possibly have imagined.;https://images.gr-assets.com/books/1495278054l/7896527.jpg
104089;9780451457769;Tigana;676;4.12;35239;1990;Tigana is the magical story of a beleaguered country struggling to be free. It is the tale of a people so cursed by the dark sorceries of the tyrant king Brandin that even the very name of their once beautiful home cannot be spoken or remembered. But years after their homeland’s devastation, a handful of men and women set in motion a dangerous crusade—to overthrow their conquerors and bring back to the world the lost brightness of an obliterated name: Tigana. Against the magnificently realized background of a world both sensuous and brutal, this masterful epic of a passionate people pursuing their dream is breathtaking in its vision. A spellbinding novel in which myth comes alive and magic reaches out to touch you.;https://images.gr-assets.com/books/1348738842l/104089.jpg
7514925;9780062114617;Tiger Lily;292;3.98;20921;;Before Peter Pan belonged to Wendy, he belonged to the girl with the crow feather in her hair... Fifteen-year-old Tiger Lily doesn't believe in love stories or happy endings. Then she meets the alluring teenage Peter Pan in the forbidden woods of Neverland and immediately falls under his spell. Peter is unlike anyone she's ever known. Impetuous and brave, he both scares and enthralls her. As the leader of the Lost Boys, the most fearsome of Neverland's inhabitants, Peter is an unthinkable match for Tiger Lily. Soon, she is risking everything—her family, her future—to be with him. When she is faced with marriage to a terrible man in her own tribe, she must choose between the life she's always known and running away to an uncertain future with Peter. With enemies threatening to tear them apart, the lovers seem doomed. But it's the arrival of Wendy Darling, an English girl who's everything Tiger Lily is not, that leads Tiger Lily to discover that the most dangerous enemies can live inside even the most loyal and loving heart. From the New York Times bestselling author of Peaches comes a magical and bewitching story of the romance between a fearless heroine and the boy who wouldn't grow up.;https://images.gr-assets.com/books/1329681513l/7514925.jpg
2678758;9780345501592;Tigerheart;290;3.7;739;;For all readers who have ever lent an enthusiastic ear to a wonderfully well told tale, or tumbled gladly into pages that could transport them anywhere, now comes novelist Peter David’s enchanting new work of fantasy. Action-packed and suspenseful, heart-tugging and wise, it weaves a spell both hauntingly familiar and utterly irresistible for those who have ever surrendered themselves to flights of fancy, and have whispered in their hearts, “I believe.” Paul Dear is a good and clever boy, doted on by a father who fills his son’s head with tall tales, thrilling legends, and talk of fairy-folk, and by a mother who indulges these fantastic stories and tempers them with common sense. But Paul is special in ways that even his adoring parents could never have imagined. For by day, in London’s Kensington Gardens, he walks and talks with the pixies and sprites and other magical creatures that dwell among the living–but are unseen by most. And at night in his room, a boy much like himself, yet not, beckons to Paul from the mirror to come adventuring. It’s a happy life for Paul, made all the more so by the birth of his baby sister. But everything changes when tragedy strikes, and Paul concludes that there’s only one course of action he can take to dispel the darkness and make things right again. And like countless heroes before him, he knows that he must risk everything to save the day. Thus begins a quest that will lead Paul down the city’s bustling streets, to a curio shop where a magical ally awaits him, and launches him into the starry skies, bound for a realm where anything is possible. Far from home, he will run with fierce Indian warriors, cross swords with fearsome pirates, befriend a magnificent white tiger, and soar beside an extraordinary, ageless boy who reigns in a boundless world of imagination. Brimming with the sly humor and breathless excitement of a traditional Victorian bedtime story, deftly embroidered with its own unique wisdom and wonder, Tigerheart is a hymn to childhood’s happiness and heartbreak, a meditation on the love, courage, sacrifice, and faith that shape us and define our lives, and a splendidly rendered modern fable–for readers of any age–that brilliantly proves itself a worthy brother to the timeless classic that serve as its inspiration. From the Hardcover edition.;https://images.gr-assets.com/books/1320476904l/2678758.jpg
21770750;9781622491414;Till Tomorrow;;3.71;14;;David Mugisha, a popular athlete, faces ruin after an accident leaves him crippled for life. With the help of his foster sister, he battles with the demons of his past. Having surrounded himself with superficial friends and put his entire future plans in athletics, he is left alone and without money. He is soon employed as a journalist by a prominent newspaper to cover a nationwide competition and with the help of his ex-coach, Christopher, he uncovers a corruption scandal involving three wealthy and well respected men. One of those men is partly responsible for his irreversible spinal injury. He spends a massive amount of his time looking at the world through an overly critical eye and stubbornly refuses to come out of his pit of gloom. He constantly tries to reconnect with his past to see if he can come to terms with his tragedy. His attempt to expose the corruption scandal gives him the feeling that his life may not have ended in total ruin. After he fails to bring the culprits to justice he is tempted to slip back into his depression. A few unlikely people help him finally grasp the meaning of moving on.;https://images.gr-assets.com/books/1403471954l/21770750.jpg
822630;9780140378276;Time Cat;206;3.76;5749;1963;Gareth's definitely no ordinary cat. For one thing, he can talk. For another, he's got the power to travel through time. And the instant he tells this to Jason, the two of them are in ancient Egypt, on the first of nine amazing adventures that Jason will never forget.;https://images.gr-assets.com/books/1348818430l/822630.jpg
20836844;9781782793304;Time Sphere;392;4.08;25;;When a teenage priestess, living 5,000 years ago in Ancient Egypt, connects with Rhory, an English schoolboy visiting the British Museum, she puts herself and him in grave danger. The link they forge through the pathways of time is noticed. She must escape the murderous followers of the God Set, and Rhory is hunted by their modern counterparts, the nefarious Society of Secrets.;https://images.gr-assets.com/books/1395003619l/20836844.jpg
22715330;;Titans, Humans, And The Beasts;351;4.32;38;;Alternate cover edition of: ISBN 9781301495917 Put yourself in their shoes: humans were slaves of titans for thousands of years while titans were disappointed by humans numerous times. Which side would you choose? Add beasts invading their lands, seven old kings and queens willing to regain their lost power, mixed breeds, family loyalty, very diverse civilizations, and a newly acquired freedom of humans and you have a recipe for disaster.;https://images.gr-assets.com/books/1390170532l/20579961.jpg
23213811;9781471404481;To Hold the Bridge: Tales from the Old Kingdom and Beyond;504;3.8;1995;;A masterful short story collection including a rarely seen OLD KINGDOM novella. Garth Nix proves he is a master of the short story with this intriguing collection of tales. Leading with the novella TO HOLD THE BRIDGE, fans of Garth Nix will be more than satisfied with the richly detailed and thrilling tale of Charter Magic and a deathly duel. Fans new and old will delight in the subsequent tales, including fantasy and science fiction, with witches, vampires, strange worlds and stranger creatures making their appearance.;https://images.gr-assets.com/books/1423742349l/24917520.jpg
2657;9780061120084;To Kill a Mockingbird;324;4.26;3587266;;The unforgettable novel of a childhood in a sleepy Southern town and the crisis of conscience that rocked it, To Kill A Mockingbird became both an instant bestseller and a critical success when it was first published in 1960. It went on to win the Pulitzer Prize in 1961 and was later made into an Academy Award-winning film, also a classic. Compassionate, dramatic, and deeply moving, To Kill A Mockingbird takes readers to the roots of human behavior - to innocence and experience, kindness and cruelty, love and hatred, humor and pathos. Now with over 18 million copies in print and translated into forty languages, this regional story by a young Alabama woman claims universal appeal. Harper Lee always considered her book to be a simple love story. Today it is regarded as a masterpiece of American literature.;https://images.gr-assets.com/books/1361975680l/2657.jpg
34796986;B06XX6FYB7;To the Falls;299;4.06;174;;"Kaliah ""Kali"" Atwater is awaiting two things, finishing sophomore year in college and her upcoming twentieth birthday. The day before Kali’s birthday, she finds out that the dream she's had every night for almost a year of a beautiful land, isn't a fantasy at all. It's her birth place. Every twenty years a new generation of Guardians return to Arvata to bring life back to their world and renew the magic of the Falls. Now it’s Kali’s turn, but dark magic has made its way into her new home preventing the Falls from replenishing. Kali must accept the role assigned to her by the Fates or let Arvata crumble. Can she and her friends save Arvata in time? Will new love make her stronger? Or will the darkness finally win? Only the Fates know for sure...";https://images.gr-assets.com/books/1491321197l/34796986.jpg
6892626;9780805089684;Toads and Diamonds;288;3.72;2598;;Diribani has come to the village well to get water for her family's scant meal of curry and rice. She never expected to meet a goddess there. Yet she is granted a remarkable gift: Flowers and precious jewels drop from her lips whenever she speaks. It seems only right to Tana that the goddess judged her kind, lovely stepsister worthy of such riches. And when she encounters the goddess, she is not surprised to find herself speaking snakes and toads as a reward. Blessings and curses are never so clear as they might seem, however. Diribani's newfound wealth brings her a prince—and an attempt on her life. Tana is chased out of the village because the province's governor fears snakes, yet thousands are dying of a plague spread by rats. As the sisters' fates hang in the balance, each struggles to understand her gift. Will it bring her wisdom, good fortune, love . . . or death? Toads and Diamonds is a 2011 Bank Street - Best Children's Book of the Year.;https://images.gr-assets.com/books/1316738098l/6892626.jpg
15788771;9781936214952;Toby Gold and the Secret Fortune;256;4.24;34;;Toby Gold is a seventh grader in Wallingford, Connecticut who has always known that he is good with money – but has no idea how good until he discovers a dangerous hidden society of money and intrigue that co-exists with the everyday world we all know. Toby stumbles upon this dark financial world one day when he discovers secret messages encrypted into the stock ticker “crawl” that moves along the bottom of the screen on the financial news channel. Toby’s shock only grows worse when he realizes that the secret messages are directed to him! His unique abilities with math and money have been noticed by the wrong people, and Toby is quickly sucked into a high-stakes life or death financial conspiracy that he is only able to resolve by using his amazing talent with money.;https://images.gr-assets.com/books/1347245971l/15788771.jpg
23445484;9780692316665;Tommy Black and the Staff of Light;400;3.92;168;;A magical legacy that isn't what it seems! For fourteen-year-old Tommy Black, nothing is worse than being raised by an overprotective grandfather in the city that never sleeps. That is until his grandfather is captured by magical creatures and Tommy has to save him with his family's magical staff. That wouldn't be so bad, but the only magic he can do with the staff is weak--making light. What the heck can you do with light? Tommy finds out as he fights golems, shadow creatures, and djinn in a journey that features a magical river, an enchanted train, and an illusionary fortress. But the worst part of all? Tommy has to save his grandfather with the help of Naomi, a girl whose talent with magic is only rivaled by her ability to hurl insults. From Nebula, Sturgeon, and Million Writers Award nominee Jake Kerr comes the Tommy Black trilogy, an action adventure series for readers of all ages.;https://images.gr-assets.com/books/1414213807l/23445484.jpg
71865;9780439829106;Tomorrow, When the War Began;276;4.05;42944;1993;When Ellie and her friends return from a camping trip in the Australian bush, they find things hideously wrong — their families are gone. Gradually they begin to comprehend that their country has been invaded and everyone in their town has been taken prisoner. As the reality of the situation hits them, they must make a decision — run and hide, give themselves up and be with their families, or fight back.;https://images.gr-assets.com/books/1388214812l/71865.jpg
20958091;B00IRBXKHE;Torment of Shadows;;4.08;59;;There’s something wrong with Sophie Miller. She’s seventeen and the only surviving member of her family. It’s a struggle to keep afloat in New York City as a senior in high school and a fulltime waitress. Sophie’s entire existence is miserable, right down to the abusive ex-boyfriend who’s stalking her. As if her life couldn’t get any worse, the shadows have returned. Whispers float in the wind and figures slither in the darkness. Evil, real malevolent evil, has returned after two long years of reprieve. Sophie thinks she’s going crazy. Maybe she is—what else could explain what she’s seeing, hearing and dreaming? After two thousand years of roaming the Earth, Luke Cervelli knows better than to get involved in the politics of Heaven and Hell, but when he’s brazenly attacked by a demon on the streets of Manhattan, he knows something is terribly wrong. He doesn’t understand how wrong until he stumbles across a beautiful girl named Sophie—a beautiful girl with a hellish secret. Something big is brewing between Heaven and Hell, the likes of which Luke has never seen, and he has a feeling that Sophie Miller has something to do with it.;https://images.gr-assets.com/books/1393867982l/20958091.jpg
9439989;9780758266927;Touch of Frost;350;3.96;27004;;"My name is Gwen Frost, and I go to Mythos Academy; a school of myths, magic and warrior whiz kids, where even the lowliest geek knows how to chop off somebody's head with a sword and Logan Quinn, the hottest Spartan guy in school, also happens to be the deadliest. But lately, things have been weird, even for Mythos. First, mean girl Jasmine Ashton was murdered in the Library of Antiquities. Then, someone stole the Bowl of Tears, a magical artifact that can be used to bring about the second Chaos War. You know, death, destruction and lots of other bad, bad things. Freaky stuff like this goes on all the time at Mythos, but I'm determined to find out who killed Jasmine and why; especially since I should have been the one who died...";https://images.gr-assets.com/books/1301505419l/9439989.jpg
10445208;9780778313076;Touch of Power;390;4.16;36959;;Laying hands upon the injured and dying, Avry of Kazan assumes their wounds and diseases into herself. But rather than being honoured for her skills, she is hunted. Healers like Avry are accused of spreading the plague that has decimated the Territories, leaving the survivors in a state of chaos. Stressed and tired from hiding, Avry is abducted by a band of rogues who, shockingly, value her gift above the golden bounty offered for her capture. Their leader an enigmatic captor-protector with powers of his own is unequivocal in his demands: Avry must heal a plague-stricken prince, the leader of a campaign against her people. As they traverse the daunting Nine Mountains, beset by mercenaries and magical dangers, Avry must decide who is worth healing and what is worth dying for.;https://images.gr-assets.com/books/1317629193l/10445208.jpg
15806868;9780062024176;Towering;296;3.34;6244;;High in my tower I sit. I watch the birds fly below, the clouds float above, and the tall green forest stretch to places I might never see. Mama, who isn't my mother, has kept me hidden away for many years. My only companions, besides Mama, are my books—great adventures, mysteries, and romances that I long to make my reality. But I know that no one will come to save me—my life is not a fairy tale after all. Well, at least no one has come so far. Recently, my hair has started to grow rapidly and it's now long enough to reach the bottom of the tower from my window. I've also had the strangest dreams of a beautiful green-eyed man. When Mama isn't around, I plan my escape, even if it's just for a little while. There's something—maybe someone—waiting for me out there and it won't find me if I'm trapped here Towering above it all.;https://images.gr-assets.com/books/1351414732l/15806868.jpg
37754681;B078N8G3R2;Transient;322;;2;;Yesterday, Chester thought he had a hard life. Today, he wishes he had it back. After finding himself and his sister in a land which isn't familiar, Chester is faced with two choices. Figure out how to get back home or believe an age old prophecy which claims his severely introverted sister will lead a rebellion to freedom. As he finds out, all choices have consequences. A tale of love, loss and coming of age.;https://images.gr-assets.com/books/1514423720l/37754681.jpg
11819066;B0057H0NCG;Traphis: A Wizard's Tale;424;3.68;143;;A year after the death of his father, fifteen-year-old Traphis stumbles across his father’s hidden collection of books. Forbidden from learning magic at a young age, he resolves to read the books in secret. Doors to a dark and formidable world begin to open, and a treacherous adventure awaits both him and his newfound friends. In their journey to fight the power of lies, betrayal, and greed, they discover that no matter how well they master their magic skills, they are powerless without the most important skills in life, such as the abilities to trust, care, and forgive.;https://images.gr-assets.com/books/1327931809l/11819066.jpg
32452144;B01M03V3BU;Travel as Transformation: Conquer the Limits of Culture to Discover Your Own Identity;160;4.02;133;;A daring, intelligent, and unapologetic call to find yourself in wanderlust. When you travel to a foreign place, do you experience this new life as your old self? Or do you become a new self? From living in a van on the streets of San Diego, to growing chocolate with indigenous tribes in Central America, to teaching in the Middle East and volunteering in Africa, bestselling author Gregory V. Diehl has followed a worldly and unconventional path. Leaving his home in California as a teenager, he went on to live and work in 45 countries across the globe by age 28. In Travel as Transformation, he uses his diverse cultural experiences as a world traveler to ask the reader to question how their identity has been shaped by the lifestyle they live. As you delve into Travel as Transformation, you will learn how travel can profoundly influence your perception of yourself. Diehl teaches aspiring travelers to let go of their internal inhibitions and former sense of self. He shares his own moving experiences of transformation across Costa Rica, China, Morocco, Armenia, Iraq, Monaco, Ecuador, and more to encourage travelers to embrace change. He takes the reader on a nomadic journey that examines all of humanity through unbiased eyes. To travel with a truly open mind is to forget who you were when you started. It is to be constantly born anew, and identify with ways you did not know others could exist. What affirms you most? What would it take to destroy you? Travel as Transformation will give you the wisdom, the inspiration, and the resources to conquer the limitations of your home culture. It’s time to take advantage of everything the world has to offer and become everything you can be.;https://images.gr-assets.com/books/1475596256l/32452144.jpg
22450158;;Treasure Island;108;4.03;34;;A virus similar to the Black Death outbreak has struck England. Mrs. Hawkins soon learns there are things worse than death. The dead have come back to life, and they are hungry. Jim Hawkins is on his way home with treasure in the belly of the Hispaniola. Captain Smollett is back in charge of the ship, and Long John Silver has agreed to stand trial at home, if only for the chance to make it home. Wanting only to save his mother and seek sanctuary, Jim realizes survival comes down to instinct and sacrifice in this continuation of Stevenson’s timeless classic, Treasure Island … *The novella is based on the characters and story by Robert Louis Stevenson. First published as a book by Cassell and Company on 23 May 1883, it was originally serialized in the children's magazine Young Folks between 1881 and 1882 under the title Treasure Island or, the mutiny of the Hispaniola with Stevenson adopting the pseudonym Captain George North.;https://images.gr-assets.com/books/1402362566l/22450158.jpg
